tipo,osm_id,osm_url,lat,lon,mecanismo,categoria,voltaje,detalle,operador,peligro,riesgo_max,riesgo_medio,mes_pico,especies
apoyo,13625077799,https://www.openstreetmap.org/node/13625077799,43.1179078,-3.8522929,electrocucion,distribucion,12000.0,tower,,1.0,8.097836678210491,2.5438854576276237,jul,"Abejero europeo, Alimoche, Chova piquirroja"
apoyo,8303955161,https://www.openstreetmap.org/node/8303955161,42.9485469,-3.8317027,electrocucion,distribucion,12000.0,pole,,1.0,8.096365274050086,4.648687013520163,nov,"Grulla común, Águila real, Chova piquirroja"
apoyo,8303955163,https://www.openstreetmap.org/node/8303955163,42.946377,-3.830425,electrocucion,distribucion,12000.0,pole,,1.0,8.096365274050086,4.648687013520163,nov,"Grulla común, Águila real, Chova piquirroja"
apoyo,8303955160,https://www.openstreetmap.org/node/8303955160,42.9498484,-3.8323581,electrocucion,distribucion,12000.0,pole,,1.0,8.096365274050086,4.648687013520163,nov,"Grulla común, Águila real, Chova piquirroja"
apoyo,8303955162,https://www.openstreetmap.org/node/8303955162,42.9474666,-3.8311667,electrocucion,distribucion,12000.0,pole,,1.0,8.096365274050086,4.648687013520163,nov,"Grulla común, Águila real, Chova piquirroja"
apoyo,11537851500,https://www.openstreetmap.org/node/11537851500,43.2406408,-4.4041544,electrocucion,distribucion,55000.0,tower,,1.0,8.093725726648977,2.2655698582558705,mar,"Alimoche, Garza real, Buitre leonado"
apoyo,2362938314,https://www.openstreetmap.org/node/2362938314,42.8745998,-4.102705,electrocucion,distribucion,30000.0,tower,,1.0,8.093590374448615,4.458795547166079,ene,"Milano real, Buitre leonado, Águila real"
apoyo,13348583371,https://www.openstreetmap.org/node/13348583371,43.4211772,-3.6321834,electrocucion,distribucion,12000.0,tower,,1.0,8.09247904456119,3.4257507689381437,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,13348567886,https://www.openstreetmap.org/node/13348567886,43.420512,-3.6312699,electrocucion,distribucion,12000.0,pole,,1.0,8.09247904456119,3.4257507689381437,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,13348583370,https://www.openstreetmap.org/node/13348583370,43.4219146,-3.6331832,electrocucion,distribucion,12000.0,tower,,1.0,8.09247904456119,3.4257507689381437,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,8435004359,https://www.openstreetmap.org/node/8435004359,43.0036549,-3.6345701,electrocucion,distribucion,,pole,,1.0,8.089656456933152,3.5813505152042073,ene,"Águila real, Buitre leonado, Milano real"
apoyo,13433571542,https://www.openstreetmap.org/node/13433571542,43.3235269,-3.6136823,electrocucion,distribucion,12000.0,tower,,1.0,8.082509713749321,3.853399669360653,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,13433571543,https://www.openstreetmap.org/node/13433571543,43.3233927,-3.6142929,electrocucion,distribucion,12000.0,tower,,1.0,8.082509713749321,3.853399669360653,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,13433571541,https://www.openstreetmap.org/node/13433571541,43.3241266,-3.6107776,electrocucion,distribucion,12000.0,tower,,1.0,8.082509713749321,3.853399669360653,mar,"Alimoche, Grulla común, Cigüeña negra"
apoyo,13669964680,https://www.openstreetmap.org/node/13669964680,43.2811872,-4.4339025,electrocucion,distribucion,12000.0,pole,,1.1,8.082192079937393,3.038589891408572,mar,"Águila real, Culebrera europea, Buitre leonado"
aerogenerador,8919790485,https://www.openstreetmap.org/node/8919790485,42.9599608,-4.0969487,colision_aerogenerador,eolico,,3 MW,Vestas,,8.08167783006375,4.734096109248517,ago,"Cigüeña negra, Garza real, Cigüeña blanca"
apoyo,13568458614,https://www.openstreetmap.org/node/13568458614,43.3598603,-4.446497,electrocucion,distribucion,12000.0,tower,,1.0,8.080433708997163,3.868167986756992,may,"Halcón peregrino, Cigüeña negra, Chova piquirroja"
apoyo,13568382994,https://www.openstreetmap.org/node/13568382994,43.3578906,-4.4495115,electrocucion,distribucion,12000.0,tower,,1.0,8.080433708997163,3.868167986756992,may,"Halcón peregrino, Cigüeña negra, Chova piquirroja"
apoyo,13568382992,https://www.openstreetmap.org/node/13568382992,43.3589,-4.4460183,electrocucion,distribucion,12000.0,tower,,1.0,8.080433708997163,3.868167986756992,may,"Halcón peregrino, Cigüeña negra, Chova piquirroja"
apoyo,13568382993,https://www.openstreetmap.org/node/13568382993,43.3583236,-4.4480276,electrocucion,distribucion,12000.0,tower,,1.0,8.080433708997163,3.868167986756992,may,"Halcón peregrino, Cigüeña negra, Chova piquirroja"
apoyo,7593094486,https://www.openstreetmap.org/node/7593094486,42.9651583,-3.4454382,electrocucion,distribucion,,pole,,1.0,8.076755645410131,1.7647585152186835,mar,"Águila real, Milano negro, Milano real"
apoyo,7124912560,https://www.openstreetmap.org/node/7124912560,43.402559,-4.7495746,electrocucion,distribucion,24000.0,pole,,1.0,8.072708957135427,5.538872319025127,feb,"Halcón peregrino, Chova piquirroja, Garza real"
apoyo,12890456201,https://www.openstreetmap.org/node/12890456201,43.210527,-3.9871814,electrocucion,distribucion,12000.0,tower,,1.0,8.069296595661983,2.075341473004602,ene,"Milano real, Grulla común, Águila real"
apoyo,12890456202,https://www.openstreetmap.org/node/12890456202,43.2104404,-3.9883482,electrocucion,distribucion,12000.0,tower,,1.0,8.069296595661983,2.075341473004602,ene,"Milano real, Grulla común, Águila real"
apoyo,12890456203,https://www.openstreetmap.org/node/12890456203,43.2100749,-3.9898207,electrocucion,distribucion,12000.0,tower,,1.0,8.069296595661983,2.075341473004602,ene,"Milano real, Grulla común, Águila real"
apoyo,13582618490,https://www.openstreetmap.org/node/13582618490,43.2205604,-3.49137,electrocucion,distribucion,12000.0,pole,,1.0,8.067880497117592,3.8516260255064068,jul,"Alimoche, Águila calzada, Chova piquirroja"
apoyo,13582618491,https://www.openstreetmap.org/node/13582618491,43.220708,-3.4924429,electrocucion,distribucion,12000.0,pole,,1.0,8.067880497117592,3.8516260255064068,jul,"Alimoche, Águila calzada, Chova piquirroja"
apoyo,13582618492,https://www.openstreetmap.org/node/13582618492,43.2209611,-3.494256,electrocucion,distribucion,12000.0,pole,,1.0,8.067880497117592,3.8516260255064068,jul,"Alimoche, Águila calzada, Chova piquirroja"
apoyo,13512295349,https://www.openstreetmap.org/node/13512295349,42.9303612,-4.0221023,electrocucion,distribucion,12000.0,tower,,1.0,8.065335052735355,2.797999291677542,sep,"Cigüeña negra, Buitre negro, Abejero europeo"
apoyo,13512295350,https://www.openstreetmap.org/node/13512295350,42.9309779,-4.0236861,electrocucion,distribucion,12000.0,tower,,1.0,8.065335052735355,2.797999291677542,sep,"Cigüeña negra, Buitre negro, Abejero europeo"
apoyo,12907900452,https://www.openstreetmap.org/node/12907900452,43.3225031,-4.3212118,electrocucion,distribucion,12000.0,tower,,1.0,8.062866557183806,3.1767316823087395,nov,"Milano real, Buitre leonado, Búho real"
apoyo,12907900450,https://www.openstreetmap.org/node/12907900450,43.3230834,-4.3204703,electrocucion,distribucion,12000.0,pole,,1.0,8.062866557183806,3.1767316823087395,nov,"Milano real, Buitre leonado, Búho real"
apoyo,12907900453,https://www.openstreetmap.org/node/12907900453,43.3227259,-4.3226131,electrocucion,distribucion,12000.0,tower,,1.0,8.062866557183806,3.1767316823087395,nov,"Milano real, Buitre leonado, Búho real"
apoyo,12907900454,https://www.openstreetmap.org/node/12907900454,43.3231056,-4.3249617,electrocucion,distribucion,12000.0,tower,,1.0,8.062866557183806,3.1767316823087395,nov,"Milano real, Buitre leonado, Búho real"
apoyo,12907900449,https://www.openstreetmap.org/node/12907900449,43.3243926,-4.322138,electrocucion,distribucion,12000.0,tower,,1.0,8.062866557183806,3.1767316823087395,nov,"Milano real, Buitre leonado, Búho real"
apoyo,4230954214,https://www.openstreetmap.org/node/4230954214,42.8895637,-3.3197314,electrocucion,distribucion,,pole,,1.0,8.06074153088342,1.2743792523281878,jun,"Halcón peregrino, Alimoche, Chova piquirroja"
aerogenerador,746492331,https://www.openstreetmap.org/node/746492331,43.0558515,-3.8090761,colision_aerogenerador,eolico,,850 kW,,,8.059012903688393,1.254586936601441,dic,"Chova piquirroja, Grulla común, Milano real"
apoyo,13574327419,https://www.openstreetmap.org/node/13574327419,43.3296871,-3.5351853,electrocucion,distribucion,12000.0,pole,,1.0,8.05897333685369,2.284344940461406,mar,"Chova piquirroja, Halcón peregrino, Alimoche"
apoyo,10015353809,https://www.openstreetmap.org/node/10015353809,43.4613269,-3.4628383,electrocucion,distribucion,12000.0,tower,,1.3,8.054930643989623,5.161497271555562,jun,"Milano negro, Espátula común, Garza real"
